status,name_of_covered_entity,individuals_affected,breach_submission_date,web_description,location_of_breached_information,state,covered_entity_type,type_of_breach,business_associate_present
current,460c96c33cf422f9deec3d265495d4cd69671d235b02d9fc40ff8d06e5559a79,5264,01/03/2023,,Email,TX,Healthcare Provider,Hacking/IT Incident,No
current,4c3b752a261608c8b9a2c9cffed7c6203a3e3dd9106bbadc704b6b3ae5fbfaf7,1039,01/03/2023,,Email,NY,Business Associate,Hacking/IT Incident,Yes
current,f2f4ba25629e3536b26b9fcfe5ead38978a6f1403250f787fc9bc27332aaa74a,61170,01/03/2023,,Network Server,FL,Healthcare Provider,Hacking/IT Incident,No
current,80125dc27261aac049528b0d1f3847297704eb1b45e076e3ed4d47bf46423878,187742,12/30/2022,,Network Server,TX,Business Associate,Hacking/IT Incident,Yes
current,e11ce619e7c0d2766f8bcc6d32a67841df0fff2194f315cf8c9a7353f4259db8,112072,12/30/2022,,Network Server,MO,Healthcare Provider,Unauthorized Access/Disclosure,No
current,b2c0c90c3b71ffab6f9597d56087bda4ab657bd4347ba786e38edaad797b24e0,6250,12/30/2022,,Network Server,FL,Healthcare Provider,Hacking/IT Incident,No
current,d9e1674ca0a1f0cec1a3e67ea5ac8467e6bbce55493c282795817f86969a8b18,4082,12/30/2022,,Network Server,MA,Health Plan,Hacking/IT Incident,No
current,09c8c526572d92507877f3e15aa9d4884717db1d289556723ae1bb53dc55418b,1832,12/29/2022,,Email,WI,Business Associate,Hacking/IT Incident,Yes
current,cf1e4b6f826c622ece96ee8076f8f16207743d16973984e578d262e42c618104,735,12/29/2022,,Network Server,NE,Health Plan,Hacking/IT Incident,No
current,fffed472d839a6aec1f6ca792efe454b0c6a3c8423445c1f542da4bf051843a7,1969,12/28/2022,,Email,WA,Healthcare Provider,Hacking/IT Incident,No
current,e4e73b8b14e48503c5fbcf13a80f4087a714829a6c91fcce2ae41d054ef495f5,4222,12/27/2022,,Email,CT,Health Plan,Hacking/IT Incident,No
current,27e43b5d164640ed2aa5b7b62c80826a82eb42786879170eff31ec3a5787ddcd,3498,12/26/2022,,Network Server,WA,Healthcare Provider,Hacking/IT Incident,No
current,055f84b48ad42731c8ca1397e8c59f80ea3d16d342693b66e4ead43a00a2bbfe,1205,12/23/2022,,Paper/Films,NY,Business Associate,Unauthorized Access/Disclosure,Yes
current,397957f2fa0c976d2eefaa66598fe5c2973cbf5421581b7b188a2b750b845726,21202,12/22/2022,,Email,AL,Healthcare Provider,Hacking/IT Incident,No
current,17ac0a1cf9dd2404d005d77a958430b982ed74e42c87711f1c7ad08865f5e067,269752,12/22/2022,,Network Server,LA,Healthcare Provider,Hacking/IT Incident,No
current,43d7d50a68bc4ed120202a0cae0c4664e90ab2be9f1ffe8623556ca0a66fd862,973,12/22/2022,,Email,FL,Healthcare Provider,Unauthorized Access/Disclosure,No
current,cf5c235c02b7bef6a821c940373a7396123dec400dbfa8b3fbacda2489d42248,4265,12/20/2022,,Other,CA,Business Associate,Hacking/IT Incident,Yes
current,9e4fb1a9e02eac70f6bdd4c812865d24b7792bbfcf088360b990dd3e2e1f2e26,2000,12/20/2022,,Network Server,TX,Healthcare Provider,Hacking/IT Incident,No
current,7e5b2b6cf13994e92dba4fb9dc3f55889e742db56c05cd82b6ab54d7a706590e,1060,12/20/2022,,Network Server,SD,Healthcare Provider,Hacking/IT Incident,Yes
current,76b9f2fea23f86dbd7fc9215aa0d38e6573f2904571f46903d7a4dbf6c6ac1f1,612000,12/19/2022,,Network Server,TX,Healthcare Provider,Hacking/IT Incident,No
current,62ef506c2725cf4ee4c5df15e722f0d56f6863a6833ece669cb05a252295be75,56155,12/16/2022,,Network Server,NC,Healthcare Provider,Hacking/IT Incident,No
current,71b4653b0d7bdfb4853c7e66991f3990ffeb16d440b667ab78d60f12e375f28d,14194,12/16/2022,,Email,FL,Healthcare Provider,Hacking/IT Incident,No
current,ddf3c1c94bbddfff4a5a27f5e35f56d107bf6626a563b83aaf761da2d7b3d3d1,4635,12/15/2022,,Network Server,SD,Business Associate,Hacking/IT Incident,Yes
current,ae01863208a3480bd2dd35da2c8aa2fb51d83b484712c6590e74434f9b7aae0e,271303,12/13/2022,,Network Server,OK,Business Associate,Hacking/IT Incident,Yes
current,46eee93a466f8824905480e714e21a44dd86efbe76b586ad603ceaebe3256110,902,12/13/2022,,Laptop,WA,Healthcare Provider,Hacking/IT Incident,No
current,e117d7d9b7b1b0f7ca48c1def331ac3d10da90d28eb0af96b0f385cc2704806e,5396,12/12/2022,,Email,HI,Healthcare Provider,Hacking/IT Incident,No
current,41fd22c364078c47100f013fc755e8c3546d3c0c042889ad142ce1bee41e28bb,2927,12/09/2022,,Network Server,FL,Health Plan,Hacking/IT Incident,No
current,ac33033576b0b909e4e2a4a3b27c7506ae7120f49b30f269a09fac8c8bd01154,1364,12/09/2022,,Network Server,MA,Healthcare Provider,Hacking/IT Incident,No
current,cb58cccef491befe91aac1aa30ff87ee9a0ad9834e8f2163470de3915a9aa182,8800,12/07/2022,,Email,RI,Healthcare Provider,Unauthorized Access/Disclosure,Yes
current,60c7f2de452211c685a3ca28fdc9153bf989b1b1b648ff648d22823480e80086,1047,12/06/2022,,Email,MD,Healthcare Provider,Hacking/IT Incident,No
current,c67138f7dd75adf162cdc5a987e44b1543ad7ea2b0b573f7f65c4adc45199d2a,1891,12/06/2022,,Electronic Medical Record,GA,Healthcare Provider,Unauthorized Access/Disclosure,No
current,aa8161de27aa9352f43c1faac58c66924d7ec0183b57613c125b6ba031406397,20849,12/06/2022,,Network Server,GA,Health Plan,Hacking/IT Incident,No
current,bda011164cb0db068277ee8ce586ec04e0255d7784d078a3bf5f8ec7cbcca114,1220,12/02/2022,,Network Server,MO,Business Associate,Hacking/IT Incident,Yes
current,28e59b69987cadacff4927f1cf115d68c683975747ee36e780eb0283a00744e4,2174,12/02/2022,,Other Portable Electronic Device,NY,Healthcare Provider,Loss,No
current,33b030061da57fd4199fb76158f7c46228c5f85feffd371c8c8adb9a1bf929ac,623774,12/01/2022,,Network Server,IL,Business Associate,Hacking/IT Incident,Yes
current,141e95a9f4271dfd688404de584d35906c48a56b657c89091b06566b66ca5201,2200,11/29/2022,,Email,CA,Healthcare Provider,Hacking/IT Incident,No
current,9b44fe59a9f1da7b36c5c9697acb64db1797b7f95dffd7851dd545981b50a7ea,69835,11/23/2022,,Network Server,TX,Healthcare Provider,Hacking/IT Incident,No
current,fddd5c04b693093913621a58e51909b9fa97be0e9ffda575e69120a73faa360d,1307,11/23/2022,,Email,IN,Healthcare Provider,Hacking/IT Incident,No
current,3fbcfbed892a2801fe5f9840a6007abce1bfbfd00c4cd7984b2b01c67fd2f457,84814,11/22/2022,,Network Server,AR,Healthcare Provider,Hacking/IT Incident,No
current,544cb907ac8bbb36b4bd06c68d5424aaa7091c6b26395431ac51ef6a3c18c0e4,9972,11/21/2022,,Electronic Medical Record,MD,Healthcare Provider,Hacking/IT Incident,No
current,a60137cc694d94c974d59513e19b9109bf01fca6ebd5224baa3bfa70cb2c0733,3662,11/18/2022,,Email,FL,Healthcare Provider,Hacking/IT Incident,No
current,108f58853bb0c4c3ae7108c0a21822466b73d6b3d33e6dbfaf5213a3811d7ffe,877584,11/18/2022,,Network Server,MI,Healthcare Provider,Hacking/IT Incident,No
current,18c1340627cde07748dab0baa406455448c32eb0f6aa7f9028d96f89e3f18f5a,130000,11/18/2022,,Network Server,PA,Healthcare Provider,Hacking/IT Incident,No
current,96a35265e6c47667ce6675d5888360449084f9627d1058dce5cb7f86ca439521,1861,11/17/2022,,Electronic Medical Record,NV,Healthcare Provider,Unauthorized Access/Disclosure,No
current,78e6f60c9f8c43f1a316350763a272cf52b144b1f950d467aa84be589188b605,56728,11/17/2022,,Network Server,TX,Healthcare Provider,Hacking/IT Incident,Yes
current,e82e4cfc9d2f1ceef0eba5179cc15b66a5b8091a1129728a426d9e82d0f6b398,2654,11/17/2022,,Network Server,GA,Health Plan,Hacking/IT Incident,No
current,01ccfae38b985e9a0d132156ea51ce0578800afa426f44751068ce2a3b812c4d,25331,11/15/2022,,Network Server,FL,Healthcare Provider,Hacking/IT Incident,No
current,66ccc56d8f10f698e74111d19506cbdbdeb108840468209cf078d83b8c04d3b2,3146,11/15/2022,,Network Server,CT,Healthcare Provider,Hacking/IT Incident,No
current,df6ba63b2e28582b56eabe1b3a17dff34fd55464b64d307faf10b718300f5fca,10862,11/14/2022,,Email,TN,Healthcare Provider,Hacking/IT Incident,No
current,9acd360d7a939bb2ea346b27e8e0041f22546c4831654fad2fd77289aafe34a8,500000,11/14/2022,,Network Server,WV,Business Associate,Hacking/IT Incident,Yes
current,3628a4875ffee7d994e61ed6ae5b5269a9b9cc7162e7c46ee063b7be2a4c3199,9051,11/11/2022,,Network Server,CT,Healthcare Provider,Hacking/IT Incident,No
current,b9c35076b81c6ed47c522eb210574aa2523dc1b21f85ec47c5431439fca8d6e5,12000,11/11/2022,,Laptop,NY,Healthcare Provider,Hacking/IT Incident,No
current,413a691ab5273217ecf9041e7b5b74b526dcc07b0a760e71bc8c83c762193a21,45785,11/11/2022,,Network Server,MA,Healthcare Provider,Hacking/IT Incident,No
current,65e7e1ba2fa39493dc4223640dd0d695809d65b286d1c253650d3efcadcaa1f2,2675934,11/11/2022,,Network Server,PA,Business Associate,Hacking/IT Incident,Yes
current,18bf066027426cbafa4f9b6611306017216fefdb4c7dbb18df4c148674e057b3,1195220,11/09/2022,,Network Server,,Healthcare Provider,Hacking/IT Incident,No
current,b237b65588d4d79ae34933dcfb44aecb51458f3a01ab89e6c50fa7dd57539a19,46694,11/08/2022,,Network Server,IL,Business Associate,Hacking/IT Incident,Yes
current,934d9f96dd500258f319edb9410f92ca7acb693874e3017e83cd74fdcfd8af9c,1723,11/08/2022,,Network Server,NY,Healthcare Provider,Hacking/IT Incident,No
current,c32899bc11c6b9aca999a3bdc4d584d5cf0e6f1d01ffebb7cb6662e4dc103538,501,11/05/2022,,Network Server,TN,Healthcare Provider,Hacking/IT Incident,No
current,1425c4b3fe4b4409ecc90154aaa74b2f5bdf3fae2c1b579231f372605f5a80c8,2000,11/03/2022,,Network Server,FL,Healthcare Provider,Hacking/IT Incident,No
current,81f2dc35dfd37eb450ea1a85804b59b2dac7457145ac9a97f9e692753983f5a0,2048,11/03/2022,,Network Server,CA,Business Associate,Hacking/IT Incident,Yes
current,e33ba63d8d31b2ed707142092ae7a2993546e1883bf1920c3fe74f1fdf188c22,1362,11/01/2022,,Network Server,IN,Business Associate,Hacking/IT Incident,Yes
current,4fbbad50f60e94781705b859b11949c32639c147a61d17aef89ecf44eb298278,4380,10/31/2022,,Network Server,KY,Business Associate,Unauthorized Access/Disclosure,Yes
current,4fbbad50f60e94781705b859b11949c32639c147a61d17aef89ecf44eb298278,438713,10/31/2022,,Network Server,KY,Business Associate,Unauthorized Access/Disclosure,Yes
current,d5ccfe93f2d2ae4406193be9e04969ffd3a3fda1c7ea32502a053ed4387b73f8,2100,10/31/2022,,Network Server,WA,Health Plan,Hacking/IT Incident,No
current,4459c959a1c119232dc69e1b1ff6b9c66f7d151b5c39c57688afea25e28b2c1c,721,10/31/2022,,Network Server,FL,Healthcare Provider,Unauthorized Access/Disclosure,Yes
current,129c3f33b0c08b76705e5e7a7b7be87a05ee9c69f2ec8c3a5cc6a9e0717e3278,3614,10/31/2022,,Network Server,WI,Healthcare Provider,Unauthorized Access/Disclosure,No
current,bfc5c49df32ab8e3b11140ebd164778bb46f66f2d7af4157e9ddad7c0307d5c6,85466,10/31/2022,,Network Server,LA,Healthcare Provider,Unauthorized Access/Disclosure,Yes
current,1c2c51224a08ecba5845ceb55c9e95adbc032412237826d461574cd1aca15a55,21544,10/31/2022,,Email,NY,Health Plan,Hacking/IT Incident,No
current,134d16a1378a44cc88e09e5302fbef111c345334a18013db6ca2597ac076f60b,16906,10/30/2022,,Email,TX,Healthcare Provider,Hacking/IT Incident,Yes
current,3c2ad5600343d486642261d70e055682151a05731bad1a1b013c3067bb02ec86,3565,10/28/2022,,Email,IN,Healthcare Provider,Hacking/IT Incident,No
current,fb8343a4b20410d0ec8230e0e0af6fe85afcf6f50782e3f3ad22dfaf93edad76,637999,10/28/2022,,Network Server,AZ,Health Plan,Hacking/IT Incident,Yes
current,97fc3ce0484cf666e45e734ac53f977bd586b8ee54d59e22e1e5f682f6004334,73073,10/28/2022,,Network Server,AZ,Healthcare Provider,Hacking/IT Incident,Yes
current,b8cae67e5fe90e20db4df2b56d5efd4e990c2529adc27cab301ebd84ffb5a113,3900,10/27/2022,,Email,NJ,Health Plan,Unauthorized Access/Disclosure,No
current,a7c4c0fd84122016eecd8392589a80a640a94891841998a966044676e241dcde,33857,10/25/2022,,Email,MI,Healthcare Provider,Hacking/IT Incident,No
current,c50b65b425ced689394e37f0c9c56af08a0bbd557c0878e1fa311738d43eaf91,679,10/25/2022,,Electronic Medical Record,NC,Healthcare Provider,Unauthorized Access/Disclosure,No
current,76eb01f23f068b074b95ff0804ee66a2cb42f5b5312e8ccae641137baf947db2,1326,10/24/2022,,Network Server,NY,Healthcare Provider,Hacking/IT Incident,No
current,14004c13d91fb2d692bf7d0a4a79317e2e50f4d15f06ba320ed688de4802cbb5,10848,10/24/2022,,Network Server,NY,Healthcare Provider,Hacking/IT Incident,No
current,c3e43e40e84fe3bd4b10449035db961a439399419d39ac54a16351f62eebb342,480435,10/21/2022,,Network Server,IL,Health Plan,Hacking/IT Incident,No
current,5c96300367f1fb63f0b5d535ab315d084cc52ffbe63b3a629e344da4d7cd074b,6594,10/21/2022,,Email,FL,Healthcare Provider,Hacking/IT Incident,No
current,a0acf5fd34006a067a563ff3af07ff036b9ad286e4f5caf9daafc01823fe8817,1558,10/21/2022,,Network Server,RI,Healthcare Provider,Hacking/IT Incident,No
current,7dbcc274b40ea9c92b4bf7dae0a80628515dadb4ff727fa440e2ecb6f5c529d3,20526,10/20/2022,,Network Server,OH,Health Plan,Hacking/IT Incident,No
current,8b3a4efd537753f150738833cf3d2c6d399ab9e11b8803709d53787f88e1f131,2612,10/20/2022,,Network Server,WI,Healthcare Provider,Hacking/IT Incident,No
current,3883a19dfce9585801d1b7a9611192ea2cc6ba558b6180c951a89450973a02ef,983,10/20/2022,,Network Server,CT,Business Associate,Hacking/IT Incident,Yes
current,451e965f4be81818ecd04edfa2c3a0029234af2a0f5fdbd1493b34a2c2fd1172,500,10/16/2022,,Network Server,MA,Healthcare Provider,Hacking/IT Incident,No
current,785d7860e421c613f8ded8f66e945db8c50587ef0697816e9f6c37e272068663,1419,10/14/2022,,Email,IL,Healthcare Provider,Hacking/IT Incident,No
current,335cfc926065c8b1f26861144244359a1b183af6db685af62f316119c2dcd0f8,17157,10/14/2022,,Laptop,CA,Healthcare Provider,Theft,No
current,b47aaa77fd183d3a9669f3fd0d8f09e648143e589bbc7a02cd7d97c8ecf93fee,1308,10/14/2022,,Network Server,KS,Health Plan,Hacking/IT Incident,No
current,7a12b9e824bfe541ed8ee9d49500f1c915638de95f79da809b363dda202c8ff4,495808,10/14/2022,,Network Server,NC,Healthcare Provider,Unauthorized Access/Disclosure,No
current,a8f3bb4f2d117168b1e1915b49e4f648fd8e9d20e45c453e3471520499553fab,802,10/14/2022,,Other Portable Electronic Device,IL,Healthcare Provider,Loss,No
current,a8c6e0afde44273c39185a911b053a4376c57ab7d5db3bd7f1c99a3c45fea164,15056,10/14/2022,,Email,TX,Healthcare Provider,Hacking/IT Incident,Yes
current,b89225e2fb8f0135c271065d7246d73426687269d6a63ac52f50bbf4f594be06,71227,10/14/2022,,Network Server,GA,Healthcare Provider,Hacking/IT Incident,No
current,c4412ce25e1868b737253a60d2d7d76fb1c478e2d6f0475f373923456def4d11,4245,10/14/2022,,Paper/Films,NJ,Healthcare Provider,Improper Disposal,No
current,14da9fe4ac66f4d1b0ad04c261ec06211104431c8f824ff8af9696eb79e4e153,235237,10/14/2022,,Network Server,PA,Healthcare Provider,Hacking/IT Incident,No
current,fa5cf91193f12f0dbf3e435275ada4d99be35c0d67dd28633941be1ad7c71a38,982,10/12/2022,,Email,DE,Healthcare Provider,Hacking/IT Incident,No
current,26adc57f62e80faccd53e307dc4a0be778443dc76ebd002ac522f13f327c6c5c,1359,10/12/2022,,Electronic Medical Record,NE,Healthcare Provider,Theft,No
current,f1786ec28ed27556e1ecef7778ac0bc7b62c26901e33dfc4e320d5e2bc18020f,1279,10/12/2022,,Network Server,VA,Health Plan,Hacking/IT Incident,No
current,d069c7e257a84a37c89ed0260d5d78567d3dca1d8306eadf7f473e154c4d8bd5,33793,10/10/2022,,Network Server,PA,Healthcare Provider,Hacking/IT Incident,No
current,24e51f7d9d6aa13bb8d1e2ddcc7b2c13ea5f5b69cd7b0be09e964eeb90dac81d,804,10/10/2022,,Other Portable Electronic Device,NJ,Healthcare Provider,Unauthorized Access/Disclosure,No
current,7a978743f832a0e78181b3f30427b78da3c86eece70821d0771bd5d0357fb26a,15375,10/07/2022,,Network Server,NY,Healthcare Provider,Hacking/IT Incident,No
current,98f43f4d41f8142b90dfd5cd75ae93abdbd8dfd57f97539d45ad6cb3b8986f7f,1500,10/07/2022,,Network Server,TX,Healthcare Provider,Hacking/IT Incident,No
current,2f44dc8c3b74101c4449d276b6d2ae6b0fb5ca76c781162190b834beab0ebb2b,79795,10/07/2022,,"Network Server, Other",GA,Healthcare Provider,Hacking/IT Incident,No
current,04fb85f28f02290d1c79e006e4d522513d7727172ad1aab39b84e19376aeef8a,12358,10/07/2022,,Email,WI,Health Plan,Unauthorized Access/Disclosure,No
current,18edfb1e268241f582c423a680ba8a87a255b173a88a84862114d44ebcb3ec85,951,10/06/2022,,Email,NY,Healthcare Provider,Hacking/IT Incident,No
current,746f31df6ae5dca075c3eb4681f258c946a673869865cdf90ed97058242651fa,70268,10/05/2022,,Network Server,AZ,Healthcare Provider,Hacking/IT Incident,No
current,23231554b18ae901da0c0d957112ebba6078b228351ff060891ad5e5ea6aef75,6482,10/03/2022,,Network Server,MD,Healthcare Provider,Hacking/IT Incident,No
current,534605df1a67ff3c2cce6516dbfd3bb9f84711b016a7526dd66554b4ade3c027,35900,10/03/2022,,Email,TX,Business Associate,Hacking/IT Incident,Yes
current,017d17f5122cef8d4265174ef639310d6d8a4ef955ac8748bfc34b2172860f52,14500,09/30/2022,,"Electronic Medical Record, Network Server",MI,Healthcare Provider,Hacking/IT Incident,No
current,1dc1b8ce46c7acb8e94cd9e7659561a6df316e132b91fecd7a2432f843cb1a59,13406,09/30/2022,,Network Server,IN,Health Plan,Unauthorized Access/Disclosure,Yes
current,ff01761a7331c3fccef7c467f41c1946fa090977ba5955ebcdcf8779c9d78b57,537,09/29/2022,,Other Portable Electronic Device,IN,Business Associate,Theft,Yes
current,21645875d6db8a93db5283e2222d3054790bef10a4b0611a2b60e2e551a2e486,4688,09/28/2022,,Network Server,GA,Business Associate,Hacking/IT Incident,Yes
current,0664d28c6b381bde61795535433e3951f930854f3cf55e0ed66bb07a03a8c0c8,610,09/28/2022,,Network Server,CT,Business Associate,Hacking/IT Incident,Yes
current,e578fa870d3b072326ac8f5a533947db7fea6a561eb39f5b0b6303bc5bf02b23,19020,09/26/2022,,Network Server,KS,Healthcare Provider,Hacking/IT Incident,No
current,38f8c0193b5f3aabc5369b6dbd121b84e529b68608a88339968696d33c7c4bf0,5494,09/26/2022,,Network Server,NY,Health Plan,Hacking/IT Incident,Yes
current,9fcad93f4b32cda3b9c0ef18a289cc388c1695d4c0cc51d34264910269d955b6,1332,09/23/2022,,Other Portable Electronic Device,NY,Healthcare Provider,Theft,No
current,cfabbc9d9b19fc805cb26cae21180176813e99657fa6cf76578a94e385039193,233948,09/23/2022,,Network Server,TX,Healthcare Provider,Hacking/IT Incident,No
current,4df23f5ac0adbc64a1e89e3a08c712da951e515080c29fabf36f9c318470f658,15378,09/23/2022,,Network Server,MI,Healthcare Provider,Hacking/IT Incident,No
current,4326c456ce11f0e5147805b8262bdb5b6b0c84833d3dff783b4eeff8ab8d263b,2020,09/23/2022,,Email,NE,Healthcare Provider,Hacking/IT Incident,No
current,b5ed2c4567c4c86b9f04e06d289f6daf41eb4a9764272f6dce50db5cc6b7267a,10506,09/23/2022,,"Electronic Medical Record, Network Server",TX,Healthcare Provider,Unauthorized Access/Disclosure,No
current,5e76d5c78c42f98d1fbe1e9aeb5192a1f40e7e4152269187092f7a3dfc303c49,196673,09/23/2022,,Network Server,WV,Business Associate,Hacking/IT Incident,Yes
current,f5d751cae00ebab3b99a185405c208010a0f44f7cba648eba313cd2e8385d6f2,58562,09/23/2022,,Network Server,TN,Healthcare Provider,Hacking/IT Incident,No
current,5eb95ba6a26ba6d633a50632d4c379da3a96b82264329564228cd0c8e5185c33,788,09/23/2022,,Email,IN,Healthcare Provider,Unauthorized Access/Disclosure,No
current,9fd34e155e4a3515053c6516ef1b63fc8bfcbc3f6401543501d796811cab7ff6,3804,09/21/2022,,Network Server,WA,Healthcare Provider,Hacking/IT Incident,Yes
current,e4f70a5a7ef903cc23182981cc5fc5cd2712329c6612dbafe15eb6c1d7a3e45c,23058,09/16/2022,,Network Server,NY,Healthcare Provider,Unauthorized Access/Disclosure,No
current,7ed320a93e0c211f521ddeebd81f9f28b01adf2c58bb3dec18125eddb529dd53,501,09/15/2022,,Network Server,FL,Healthcare Provider,Hacking/IT Incident,No
current,d12be719f8306c8329eacac40ab291c3965d78f31ef56fe01a79214df475d5b7,3675,09/12/2022,,Email,TN,Healthcare Provider,Hacking/IT Incident,No
current,dc8db2f6815a2cad8a911240206cf73b80a84ff5cbcca9c0277ce6e71a63b4d3,8110,09/09/2022,,Network Server,NJ,Healthcare Provider,Hacking/IT Incident,No
current,4004168a39b8de6c90135c39bf646b749c94661539626f7c07e16061a7e652a5,983,09/09/2022,,Network Server,TN,Health Plan,Hacking/IT Incident,Yes
current,fc7751b0643a2270f92bbdbeae08ea27f6c97f82ccd7c71f1ff771e6df3fedef,1650,09/09/2022,,Network Server,PA,Business Associate,Hacking/IT Incident,Yes
current,9bfabbb96657d2762e29ae264e23249a8c8aad690102051168571f8e8326f1be,75628,09/09/2022,,Network Server,PA,Healthcare Provider,Hacking/IT Incident,No
current,60711b4dd83ce0d14795f7237efc4a33ac15006c446287faf7e0fdf4f5f5012e,501,09/02/2022,,Network Server,FL,Business Associate,Hacking/IT Incident,Yes
current,2851f2c8c198f7a4e955f2e0a9d4e0bce45d649ebb97c5c6a64636b0581b9e75,2153,09/01/2022,,Network Server,RI,Healthcare Provider,Hacking/IT Incident,No
current,29620fd8301c5bc38a34aca06f266b11305f2d02d5fa724da6945eebf85dfe06,1704,08/31/2022,,Paper/Films,IL,Healthcare Provider,Theft,No
current,1f5d2f865b081a175f3a782af85d97dae168eb7148f5fc99708d7994705b08ef,5738,08/29/2022,,Network Server,MI,Business Associate,Unauthorized Access/Disclosure,Yes
current,e720a4332fd18dd2d4ec5a6acde503973a75ea292e01760cf4b70c53916e16da,5701,08/29/2022,,Network Server,NY,Healthcare Provider,Hacking/IT Incident,No
current,88576475fca39191c7292f2c444393f88bb43e5549d183fd4c0e6f25b5e39291,110244,08/26/2022,,Network Server,TX,Healthcare Provider,Hacking/IT Incident,No
current,fd921c5ec2f403c5764d1b806e11b743c230c10b3d050abba5b3f9ed2e61e5dc,15157,08/26/2022,,Network Server,TX,Healthcare Provider,Hacking/IT Incident,No
current,3e3c2fd1553cc9a5e036681dc18e8c8b9a709586d657a6f53db94adca4b50d93,46149,08/25/2022,,Network Server,LA,Healthcare Provider,Hacking/IT Incident,No
current,aa56d655ff863d04d6d5bc6adb161817b46a1906ca272a7b159faf5703f46176,3000,08/25/2022,,"Electronic Medical Record, Network Server",NC,Healthcare Provider,Hacking/IT Incident,Yes
current,56a1dcda74c1ba0b9eb689d1809f68c97ddc28717d752163377e761a023f86c7,10461,08/24/2022,,Network Server,NH,Healthcare Provider,Hacking/IT Incident,No
current,0c130372fadc6d461c45e76db5f296961fba24c9167e7c45138c83b0543feff5,255160,08/24/2022,,Network Server,MI,Business Associate,Hacking/IT Incident,Yes
current,d92a62432979857c4e27c1589d3f8425148bd265325414602fb9b62ec2ef9fc7,27367,08/15/2022,,Network Server,CA,Healthcare Provider,Hacking/IT Incident,No
current,2ddcdbc40e1139c1b68094ebe27d13b1b41f60b4ea341916f42523a03dda6e7a,2001,08/15/2022,,Other Portable Electronic Device,IL,Healthcare Provider,Loss,No
current,dbb0e095dfd992c05da2ccf2d517e33d13d77d1dc21c1b23de4dbd2f77570316,6877,08/14/2022,,Network Server,NY,Healthcare Provider,Hacking/IT Incident,No
current,1405da3abb9c3b3e70af59be29bae53a394c836ee8239d1285ba3c011dd77def,11137,08/12/2022,,Network Server,TX,Healthcare Provider,Hacking/IT Incident,No
current,c246d6b702a009d2aa2ffd9b7e51b466c6c7d8bcc4cb64c4495e7c4c0ac648a0,7496,08/12/2022,,Network Server,TX,Healthcare Provider,Hacking/IT Incident,No
current,0527d1309a58c12e7f5561c0fc3aeb7c37d8384522c48bd41dfca79478092197,1059,08/12/2022,,Email,MS,Healthcare Provider,Unauthorized Access/Disclosure,No
current,834d333d5ef134b19d514c321757b5240b02ff5386ddc1dafd210043fbe9bbb8,25610,08/12/2022,,Email,WI,Healthcare Provider,Hacking/IT Incident,No
current,32b360b880bd12788f98b96967e4bfec309f04e818c05beecd44b9b0e7e16a3d,1650,08/08/2022,,Paper/Films,MI,Business Associate,Unauthorized Access/Disclosure,Yes
current,b3d547cf168a739b732750ebb5ac0c858f4f4e75cb6d37523db37268332278d6,500,08/08/2022,,Network Server,PA,Healthcare Provider,Hacking/IT Incident,No
current,6b3a82f607fd8678d097ecbdad6c0a1fd2ad38290c5842a0063f72075f21cd60,500,08/05/2022,,Network Server,TX,Business Associate,Hacking/IT Incident,Yes
current,8ee3e364451747fcf4d5e5bf255321fa7d66e0adedb2f0c6bac51ac8283a1971,4000,08/05/2022,,Email,NH,Healthcare Provider,Hacking/IT Incident,No
current,476b512d26fb9126d3fa47cf58db876dd62049a21d90bf916cb542c6153ae832,1700,08/04/2022,,Email,IN,Healthcare Provider,Hacking/IT Incident,No
current,f8b13ee433bf27f0f3709684a6304dd9a2d0207dd1d3689be2dc78b8caece28e,942138,08/04/2022,,Network Server,NY,Business Associate,Hacking/IT Incident,Yes
current,11e8dc612e78f8aecaa035f1d47229c31d03d05b6668ab192a2932ae5888e762,3307,08/03/2022,,Network Server,AR,Healthcare Provider,Hacking/IT Incident,No
current,ca478a2f5bb75f513673e1c8dfaf4eb4ca07ae57516ca8c5728d32a5e0c3126a,1707,07/29/2022,,Email,NC,Healthcare Provider,Hacking/IT Incident,No
current,30ed068d104190f34fefa7e5ea1192650f47d205c8c279075ad958db3b8fdd57,21114,07/29/2022,,Email,OK,Healthcare Provider,Hacking/IT Incident,No
current,0f277a0e0ba63d7b7143f204c7517be8c4f259334b9cfa51d9706638f34b86e0,4000,07/29/2022,,Email,MA,Healthcare Provider,Hacking/IT Incident,No
current,27eea9cc8f2139cd0e270fa124050248711af7dd82fe3f3b0933b655a8090052,4112892,07/27/2022,,Network Server,WI,Business Associate,Hacking/IT Incident,Yes
current,5e13286fb9186964fe68952975ea4fd7fcbedcf71d00768272c494575b882685,197507,07/27/2022,,Network Server,TX,Healthcare Provider,Hacking/IT Incident,No
current,028fde2332b0deca2ad4c029c182c34425444a3aa9e45be21f34d8f1ecabb65a,3717,07/26/2022,,Email,TX,Healthcare Provider,Hacking/IT Incident,No
current,923e19fbdfed647d4d6a518b799f2f067b7580278095cf9b2698ebd19133e808,8071,07/26/2022,,Email,PA,Healthcare Provider,Hacking/IT Incident,No
current,f3df91ecc2073b1e2e691a23d5189557684f49b373549074be7d6a722cfacaf9,791,07/26/2022,,Network Server,IL,Health Plan,Hacking/IT Incident,No
